annotations,split,image_id,panoid,heading,gsv_image_path
"[{'category_id': 1,'bbox':[510, 281, 544, 313],'bbox_mode': 0}]",train,image121143,121143,76,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_121143_76.jpg
"[{'category_id': 1,'bbox':[498, 247, 526, 280],'bbox_mode': 0}]",train,image246193,246193,23,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_246193_23.jpg
"[{'category_id': 1,'bbox':[61, 164, 93, 198],'bbox_mode': 0}]",train,image894398,894398,137,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_894398_137.jpg
"[{'category_id': 1,'bbox':[351, 343, 379, 371],'bbox_mode': 0}]",train,image247443,247443,196,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_247443_196.jpg
"[{'category_id': 1,'bbox':[67, 290, 97, 321],'bbox_mode': 0}]",train,image736085,736085,106,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_736085_106.jpg
"[{'category_id': 1,'bbox':[125, 291, 154, 323],'bbox_mode': 0}]",train,image132822,132822,85,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_132822_85.jpg
"[{'category_id': 1,'bbox':[59, 272, 91, 304],'bbox_mode': 0}]",train,image146165,146165,212,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_146165_212.jpg
"[{'category_id': 1,'bbox':[372, 277, 400, 309],'bbox_mode': 0}]",train,image1816181,1816181,68,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1816181_68.jpg
"[{'category_id': 1,'bbox':[406, 341, 436, 369],'bbox_mode': 0}]",train,image211030,211030,12,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_211030_12.jpg
"[{'category_id': 1,'bbox':[9, 85, 56, 117],'bbox_mode': 0}]",train,image107370,107370,130,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_107370_130.jpg
"[{'category_id': 1,'bbox':[92, 341, 122, 371],'bbox_mode': 0}]",train,image346251,346251,50,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_346251_50.jpg
"[{'category_id': 1,'bbox':[464, 304, 496, 341],'bbox_mode': 0}]",train,image392265,392265,147,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_392265_147.jpg
"[{'category_id': 1,'bbox':[92, 135, 119, 161],'bbox_mode': 0}]",train,image151290,151290,240,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_151290_240.jpg
"[{'category_id': 1,'bbox':[285, 176, 314, 210],'bbox_mode': 0}]",train,image164647,164647,201,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_164647_201.jpg
"[{'category_id': 1,'bbox':[180, 280, 213, 312],'bbox_mode': 0}]",train,image140952,140952,11,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_140952_11.jpg
"[{'category_id': 1,'bbox':[438, 272, 467, 302],'bbox_mode': 0}]",train,image974659,974659,245,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_974659_245.jpg
"[{'category_id': 1,'bbox':[77, 196, 101, 216],'bbox_mode': 0}]",train,image350653,350653,149,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_350653_149.jpg
"[{'category_id': 1,'bbox':[422, 233, 449, 260],'bbox_mode': 0}]",valid,image416278,416278,72,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_416278_72.jpg
"[{'category_id': 1,'bbox':[292, 154, 319, 182],'bbox_mode': 0}]",valid,image519225,519225,262,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_519225_262.jpg
"[{'category_id': 1,'bbox':[229, 228, 268, 260],'bbox_mode': 0}]",valid,image542899,542899,191,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_542899_191.jpg
"[{'category_id': 1,'bbox':[501, 267, 534, 297],'bbox_mode': 0}]",valid,image579352,579352,11,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_579352_11.jpg
"[{'category_id': 1,'bbox':[2, 342, 30, 369],'bbox_mode': 0}]",valid,image443942,443942,15,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_443942_15.jpg
"[{'category_id': 1,'bbox':[310, 173, 341, 202],'bbox_mode': 0}]",valid,image564421,564421,61,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_564421_61.jpg
"[{'category_id': 1,'bbox':[488, 304, 515, 331],'bbox_mode': 0}]",valid,image410287,410287,15,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_410287_15.jpg
"[{'category_id': 1,'bbox':[346, 300, 374, 331],'bbox_mode': 0}]",valid,image410287,410287,15,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_410287_15.jpg
"[{'category_id': 1,'bbox':[383, 174, 412, 205],'bbox_mode': 0}]",valid,image575821,575821,65,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_575821_65.jpg
"[{'category_id': 1,'bbox':[216, 294, 229, 303],'bbox_mode': 0}]",valid,image490752,490752,64,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_490752_64.jpg
"[{'category_id': 1,'bbox':[424, 189, 454, 221],'bbox_mode': 0}]",valid,image436219,436219,157,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_436219_157.jpg
"[{'category_id': 1,'bbox':[306, 139, 347, 171],'bbox_mode': 0}]",valid,image510875,510875,44,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_510875_44.jpg
"[{'category_id': 1,'bbox':[500, 290, 353, 309],'bbox_mode': 0}]",valid,image454913,454913,168,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_454913_168.jpg
"[{'category_id': 1,'bbox':[197, 311, 236, 343],'bbox_mode': 0}]",valid,image435373,435373,10,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_435373_10.jpg
"[{'category_id': 1,'bbox':[247, 189, 274, 220],'bbox_mode': 0}]",valid,image542061,542061,46,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_542061_46.jpg
"[{'category_id': 1,'bbox':[370, 209, 407, 242],'bbox_mode': 0}]",valid,image482006,482006,167,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_482006_167.jpg
"[{'category_id': 1,'bbox':[599, 300, 626, 329],'bbox_mode': 0}]",valid,image425277,425277,26,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_425277_26.jpg
"[{'category_id': 1,'bbox':[334, 267, 359, 296],'bbox_mode': 0}]",valid,image543357,543357,22,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_543357_22.jpg
"[{'category_id': 1,'bbox':[360, 336, 390, 365],'bbox_mode': 0}]",valid,image539566,539566,22,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_539566_22.jpg
"[{'category_id': 1,'bbox':[342, 308, 368, 336],'bbox_mode': 0}]",valid,image482083,482083,76,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_482083_76.jpg
"[{'category_id': 1,'bbox':[28, 330, 56, 357],'bbox_mode': 0}]",valid,image536987,536987,79,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_536987_79.jpg
"[{'category_id': 1,'bbox':[85, 206, 114, 236],'bbox_mode': 0}]",valid,image544748,544748,43,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_544748_43.jpg
"[{'category_id': 1,'bbox':[69, 233, 109, 264],'bbox_mode': 0}]",valid,image419726,419726,48,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_419726_48.jpg
"[{'category_id': 1,'bbox':[575, 293, 605, 322],'bbox_mode': 0}]",valid,image490714,490714,157,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_490714_157.jpg
"[{'category_id': 1,'bbox':[163, 17, 197, 49],'bbox_mode': 0}]",valid,image558252,558252,20,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_558252_20.jpg
"[{'category_id': 1,'bbox':[229, 287, 256, 314],'bbox_mode': 0}]",valid,image490752,490752,64,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_490752_64.jpg
"[{'category_id': 1,'bbox':[303, 315, 328, 343],'bbox_mode': 0}]",valid,image570834,570834,69,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_570834_69.jpg
"[{'category_id': 1,'bbox':[463, 178, 492, 206],'bbox_mode': 0}]",valid,image575784,575784,33,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_575784_33.jpg
"[{'category_id': 1,'bbox':[493, 230, 523, 261],'bbox_mode': 0}]",valid,image522442,522442,72,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_522442_72.jpg
"[{'category_id': 1,'bbox':[210, 297, 239, 327],'bbox_mode': 0}]",valid,image413208,413208,257,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_413208_257.jpg
"[{'category_id': 1,'bbox':[40, 88, 71, 120],'bbox_mode': 0}]",valid,image433237,433237,192,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_433237_192.jpg
"[{'category_id': 1,'bbox':[48, 155, 75, 181],'bbox_mode': 0}]",valid,image489103,489103,185,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_489103_185.jpg
"[{'category_id': 1,'bbox':[178, 64, 225, 120],'bbox_mode': 0}]",valid,image579917,579917,13,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_579917_13.jpg
"[{'category_id': 1,'bbox':[406, 227, 437, 264],'bbox_mode': 0}]",valid,image410090,410090,5,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_410090_5.jpg
"[{'category_id': 1,'bbox':[403, 167, 440, 202],'bbox_mode': 0}]",valid,image502348,502348,199,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_502348_199.jpg
"[{'category_id': 1,'bbox':[187, 207, 226, 241],'bbox_mode': 0}]",valid,image483844,483844,68,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_483844_68.jpg
"[{'category_id': 1,'bbox':[206, 322, 234, 351],'bbox_mode': 0}]",valid,image424012,424012,22,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_424012_22.jpg
"[{'category_id': 1,'bbox':[481, 139, 515, 169],'bbox_mode': 0}]",valid,image535649,535649,242,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_535649_242.jpg
"[{'category_id': 1,'bbox':[395, 268, 424, 296],'bbox_mode': 0}]",valid,image548416,548416,0,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_548416_0.jpg
"[{'category_id': 1,'bbox':[491, 222, 525, 259],'bbox_mode': 0}]",valid,image437119,437119,26,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_437119_26.jpg
"[{'category_id': 1,'bbox':[440, 314, 472, 348],'bbox_mode': 0}]",valid,image519746,519746,11,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_519746_11.jpg
"[{'category_id': 1,'bbox':[160, 324, 191, 355],'bbox_mode': 0}]",valid,image423794,423794,200,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_423794_200.jpg
"[{'category_id': 1,'bbox':[186, 318, 216, 349],'bbox_mode': 0}]",valid,image462664,462664,22,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_462664_22.jpg
"[{'category_id': 1,'bbox':[6, 282, 48, 314],'bbox_mode': 0}]",valid,image580887,580887,71,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_580887_71.jpg
"[{'category_id': 1,'bbox':[443, 298, 473, 327],'bbox_mode': 0}]",valid,image431262,431262,188,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_431262_188.jpg
"[{'category_id': 1,'bbox':[293, 314, 326, 343],'bbox_mode': 0}]",valid,image411898,411898,70,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_411898_70.jpg
"[{'category_id': 1,'bbox':[483, 310, 515, 340],'bbox_mode': 0}]",valid,image417139,417139,40,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_417139_40.jpg
"[{'category_id': 1,'bbox':[177, 311, 203, 336],'bbox_mode': 0}]",valid,image476152,476152,231,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_476152_231.jpg
"[{'category_id': 1,'bbox':[532, 312, 562, 338],'bbox_mode': 0}]",valid,image556548,556548,77,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_556548_77.jpg
"[{'category_id': 1,'bbox':[13, 107, 63, 155],'bbox_mode': 0}]",valid,image555217,555217,204,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_555217_204.jpg
"[{'category_id': 1,'bbox':[285, 195, 314, 226],'bbox_mode': 0}]",valid,image502702,502702,267,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_502702_267.jpg
"[{'category_id': 1,'bbox':[426, 282, 464, 316],'bbox_mode': 0}]",valid,image552529,552529,8,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_552529_8.jpg
"[{'category_id': 1,'bbox':[339, 71, 366, 99],'bbox_mode': 0}]",valid,image575614,575614,136,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_575614_136.jpg
"[{'category_id': 1,'bbox':[601, 201, 636, 230],'bbox_mode': 0}]",valid,image593083,593083,51,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_593083_51.jpg
"[{'category_id': 1,'bbox':[597, 334, 629, 362],'bbox_mode': 0}]",valid,image579197,579197,76,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_579197_76.jpg
"[{'category_id': 1,'bbox':[106, 216, 140, 249],'bbox_mode': 0}]",valid,image483844,483844,68,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_483844_68.jpg
"[{'category_id': 1,'bbox':[253, 310, 281, 339],'bbox_mode': 0}]",valid,image502676,502676,62,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_502676_62.jpg
"[{'category_id': 1,'bbox':[360, 336, 390, 365],'bbox_mode': 0}]",valid,image458866,458866,22,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_458866_22.jpg
"[{'category_id': 1,'bbox':[399, 305, 429, 333],'bbox_mode': 0}]",valid,image429640,429640,81,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_429640_81.jpg
"[{'category_id': 1,'bbox':[82, 266, 113, 299],'bbox_mode': 0}]",valid,image568195,568195,32,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_568195_32.jpg
"[{'category_id': 1,'bbox':[479, 241, 507, 269],'bbox_mode': 0}]",valid,image481729,481729,160,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_481729_160.jpg
"[{'category_id': 1,'bbox':[201, 250, 228, 279],'bbox_mode': 0}]",valid,image437524,437524,202,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_437524_202.jpg
"[{'category_id': 1,'bbox':[97, 206, 127, 237],'bbox_mode': 0}]",valid,image544748,544748,43,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_544748_43.jpg
"[{'category_id': 1,'bbox':[466, 250, 507, 286],'bbox_mode': 0}]",valid,image488590,488590,18,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_488590_18.jpg
"[{'category_id': 1,'bbox':[375, 361, 402, 389],'bbox_mode': 0}]",valid,image576393,576393,1,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_576393_1.jpg
"[{'category_id': 1,'bbox':[447, 231, 475, 259],'bbox_mode': 0}]",valid,image515688,515688,12,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_515688_12.jpg
"[{'category_id': 1,'bbox':[174, 350, 207, 383],'bbox_mode': 0}]",valid,image524731,524731,55,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_524731_55.jpg
"[{'category_id': 1,'bbox':[402, 330, 432, 360],'bbox_mode': 0}]",valid,image485098,485098,181,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_485098_181.jpg
"[{'category_id': 1,'bbox':[122, 345, 149, 372],'bbox_mode': 0}]",valid,image460357,460357,48,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_460357_48.jpg
"[{'category_id': 1,'bbox':[263, 190, 291, 220],'bbox_mode': 0}]",valid,image542061,542061,46,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_542061_46.jpg
"[{'category_id': 1,'bbox':[454, 9, 482, 37],'bbox_mode': 0}]",valid,image452809,452809,193,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_452809_193.jpg
"[{'category_id': 1,'bbox':[6, 282, 48, 314],'bbox_mode': 0}]",valid,image603478,603478,71,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_603478_71.jpg
"[{'category_id': 1,'bbox':[538, 323, 583, 358],'bbox_mode': 0}]",valid,image488067,488067,65,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_488067_65.jpg
"[{'category_id': 1,'bbox':[267, 318, 293, 344],'bbox_mode': 0}]",valid,image433215,433215,11,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_433215_11.jpg
"[{'category_id': 1,'bbox':[424, 330, 464, 360],'bbox_mode': 0}]",valid,image519310,519310,23,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_519310_23.jpg
"[{'category_id': 1,'bbox':[481, 286, 510, 316],'bbox_mode': 0}]",valid,image420959,420959,10,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_420959_10.jpg
"[{'category_id': 1,'bbox':[103, 330, 129, 356],'bbox_mode': 0}]",valid,image457980,457980,43,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_457980_43.jpg
"[{'category_id': 1,'bbox':[630, 339, 640, 349],'bbox_mode': 0}]",valid,image457980,457980,43,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_457980_43.jpg
"[{'category_id': 1,'bbox':[583, 225, 612, 255],'bbox_mode': 0}]",valid,image569778,569778,234,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_569778_234.jpg
"[{'category_id': 1,'bbox':[70, 170, 103, 207],'bbox_mode': 0}]",valid,image543847,543847,48,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_543847_48.jpg
"[{'category_id': 1,'bbox':[362, 330, 389, 358],'bbox_mode': 0}]",valid,image554799,554799,263,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_554799_263.jpg
"[{'category_id': 1,'bbox':[285, 176, 314, 210],'bbox_mode': 0}]",valid,image481559,481559,158,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_481559_158.jpg
"[{'category_id': 1,'bbox':[350, 305, 380, 337],'bbox_mode': 0}]",valid,image484559,484559,237,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_484559_237.jpg
"[{'category_id': 1,'bbox':[165, 204, 196, 237],'bbox_mode': 0}]",valid,image539755,539755,258,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_539755_258.jpg
"[{'category_id': 1,'bbox':[561, 296, 591, 326],'bbox_mode': 0}]",valid,image424950,424950,83,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_424950_83.jpg
"[{'category_id': 1,'bbox':[347, 269, 373, 298],'bbox_mode': 0}]",valid,image543357,543357,22,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_543357_22.jpg
"[{'category_id': 1,'bbox':[426, 282, 464, 316],'bbox_mode': 0}]",valid,image574189,574189,8,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_574189_8.jpg
"[{'category_id': 1,'bbox':[51, 328, 80, 356],'bbox_mode': 0}]",valid,image441060,441060,49,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_441060_49.jpg
"[{'category_id': 1,'bbox':[249, 301, 282, 330],'bbox_mode': 0}]",valid,image559799,559799,69,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_559799_69.jpg
"[{'category_id': 1,'bbox':[31, 234, 62, 265],'bbox_mode': 0}]",valid,image505371,505371,14,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_valid/strtV_image_505371_14.jpg
[],train,image398610,398610,38,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_398610_38.jpg
[],train,image331843,331843,97,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_331843_97.jpg
[],train,image348047,348047,64,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_348047_64.jpg
[],train,image494974,494974,49,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_494974_49.jpg
[],train,image537853,537853,156,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_537853_156.jpg
[],train,image478644,478644,58,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_478644_58.jpg
[],train,image597649,597649,0,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_597649_0.jpg
[],train,image351768,351768,87,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_351768_87.jpg
[],train,image369030,369030,80,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_369030_80.jpg
[],train,image331244,331244,88,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_331244_88.jpg
[],train,image368845,368845,103,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_368845_103.jpg
[],train,image372203,372203,68,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_372203_68.jpg
[],train,image450503,450503,80,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_450503_80.jpg
[],train,image595576,595576,45,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_595576_45.jpg
[],train,image325630,325630,16,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_325630_16.jpg
[],train,image433903,433903,102,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_433903_102.jpg
[],train,image404632,404632,157,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_404632_157.jpg
[],train,image431109,431109,16,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_431109_16.jpg
[],train,image337794,337794,251,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_337794_251.jpg
[],train,image324278,324278,99,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_324278_99.jpg
[],train,image474548,474548,41,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_474548_41.jpg
[],train,image353617,353617,160,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_353617_160.jpg
[],train,image323811,323811,76,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_323811_76.jpg
[],train,image496803,496803,205,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_496803_205.jpg
[],train,image329673,329673,25,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_329673_25.jpg
[],train,image435626,435626,56,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_435626_56.jpg
[],train,image351777,351777,58,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_351777_58.jpg
[],train,image324310,324310,21,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_324310_21.jpg
[],train,image371633,371633,41,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_371633_41.jpg
[],train,image427921,427921,50,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_427921_50.jpg
[],train,image431775,431775,45,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_431775_45.jpg
[],train,image361788,361788,48,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_361788_48.jpg
[],train,image327843,327843,30,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_327843_30.jpg
[],train,image381558,381558,95,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_381558_95.jpg
[],train,image341917,341917,60,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_341917_60.jpg
[],train,image388160,388160,214,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_388160_214.jpg
[],train,image479181,479181,191,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_479181_191.jpg
[],train,image325064,325064,210,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_325064_210.jpg
[],train,image526734,526734,1,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_526734_1.jpg
[],train,image373917,373917,89,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_373917_89.jpg
[],train,image458035,458035,196,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_458035_196.jpg
[],train,image596310,596310,69,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_596310_69.jpg
[],train,image378308,378308,263,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_378308_263.jpg
[],train,image407713,407713,32,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_407713_32.jpg
